"condition","rt","subject"
"incongruent",1036,"s493"
"congruent",1054,"s493"
"congruent",889,"s493"
"congruent",869,"s493"
"incongruent",946,"s493"
"congruent",632,"s493"
"congruent",715,"s493"
"incongruent",961,"s493"
"congruent",825,"s493"
"incongruent",1060,"s493"
"congruent",566,"s493"
"congruent",622,"s493"
"incongruent",888,"s493"
"incongruent",1120,"s493"
"incongruent",1164,"s493"
"congruent",754,"s493"
"incongruent",1265,"s493"
"congruent",986,"s493"
"congruent",783,"s493"
"incongruent",1243,"s493"
"incongruent",1207,"s493"
"incongruent",1049,"s493"
"incongruent",1035,"s493"
"incongruent",1186,"s493"
"congruent",650,"s493"
"congruent",579,"s493"
"congruent",676,"s493"
"congruent",774,"s493"
"incongruent",985,"s493"
"incongruent",865,"s493"
"congruent",907,"s493"
"congruent",959,"s493"
"incongruent",1073,"s493"
"incongruent",1175,"s493"
"congruent",1330,"s493"
"incongruent",1473,"s493"
"congruent",794,"s493"
"congruent",717,"s493"
"incongruent",1113,"s493"
"incongruent",1014,"s493"
"congruent",1111,"s493"
"congruent",735,"s493"
"incongruent",977,"s493"
"incongruent",971,"s493"
"congruent",1007,"s493"
"incongruent",1171,"s493"
"incongruent",960,"s493"
"congruent",776,"s493"
"incongruent",1378,"s493"
"incongruent",894,"s493"
"congruent",1149,"s493"
"congruent",1303,"s493"
"incongruent",1177,"s493"
"congruent",820,"s493"
"incongruent",848,"s493"
"incongruent",1053,"s493"
"congruent",715,"s493"
"incongruent",1022,"s493"
"incongruent",1037,"s493"
"congruent",813,"s493"
"congruent",683,"s493"
"congruent",824,"s493"
"congruent",733,"s493"
"incongruent",1008,"s493"
"incongruent",979,"s493"
"congruent",752,"s493"
"incongruent",980,"s493"
"incongruent",1030,"s493"
"congruent",1138,"s493"
"congruent",765,"s493"
"congruent",976,"s493"
"congruent",748,"s493"
"incongruent",1419,"s493"
"congruent",677,"s493"
"congruent",1081,"s493"
"incongruent",967,"s493"
"incongruent",1220,"s493"
"congruent",681,"s493"
"incongruent",952,"s493"
"incongruent",868,"s493"
"incongruent",906,"s493"
"congruent",649,"s493"
"congruent",709,"s493"
"congruent",676,"s493"
"incongruent",1158,"s493"
"incongruent",645,"s493"
"congruent",577,"s493"
"congruent",686,"s493"
"incongruent",826,"s493"
"congruent",712,"s493"
"congruent",717,"s493"
"congruent",876,"s493"
"congruent",695,"s493"
"congruent",602,"s493"
"incongruent",841,"s493"
"incongruent",1125,"s493"
"incongruent",786,"s493"
"congruent",738,"s493"
"incongruent",1352,"s495"
"incongruent",971,"s495"
"incongruent",817,"s495"
"incongruent",693,"s495"
"congruent",1191,"s495"
"incongruent",751,"s495"
"incongruent",772,"s495"
"congruent",772,"s495"
"congruent",1343,"s495"
"incongruent",808,"s495"
"congruent",765,"s495"
"incongruent",769,"s495"
"congruent",940,"s495"
"congruent",739,"s495"
"congruent",504,"s495"
"incongruent",632,"s495"
"incongruent",711,"s495"
"congruent",610,"s495"
"congruent",845,"s495"
"congruent",856,"s495"
"incongruent",577,"s495"
"congruent",683,"s495"
"congruent",545,"s495"
"incongruent",724,"s495"
"incongruent",805,"s495"
"incongruent",705,"s495"
"incongruent",611,"s495"
"incongruent",453,"s495"
"incongruent",515,"s495"
"congruent",661,"s495"
"congruent",488,"s495"
"congruent",546,"s495"
"congruent",442,"s495"
"incongruent",850,"s495"
"incongruent",741,"s495"
"incongruent",759,"s495"
"congruent",588,"s495"
"incongruent",502,"s495"
"incongruent",491,"s495"
"congruent",431,"s495"
"incongruent",641,"s495"
"incongruent",548,"s495"
"incongruent",780,"s495"
"incongruent",1099,"s495"
"incongruent",580,"s495"
"congruent",524,"s495"
"congruent",532,"s495"
"congruent",682,"s495"
"incongruent",639,"s495"
"congruent",460,"s495"
"congruent",466,"s495"
"congruent",502,"s495"
"incongruent",580,"s495"
"congruent",589,"s495"
"congruent",632,"s495"
"congruent",423,"s495"
"congruent",530,"s495"
"congruent",892,"s495"
"congruent",740,"s495"
"incongruent",751,"s495"
"incongruent",695,"s495"
"congruent",633,"s495"
"incongruent",1036,"s495"
"congruent",501,"s495"
"incongruent",498,"s495"
"congruent",578,"s495"
"incongruent",734,"s495"
"incongruent",704,"s495"
"congruent",569,"s495"
"incongruent",598,"s495"
"congruent",1063,"s495"
"congruent",588,"s495"
"congruent",924,"s495"
"congruent",750,"s495"
"congruent",939,"s495"
"congruent",588,"s495"
"incongruent",839,"s495"
"incongruent",1218,"s495"
"incongruent",753,"s495"
"congruent",619,"s495"
"congruent",560,"s495"
"congruent",414,"s495"
"congruent",582,"s495"
"incongruent",725,"s495"
"incongruent",983,"s495"
"incongruent",974,"s495"
"incongruent",636,"s495"
"incongruent",509,"s495"
"congruent",407,"s495"
"incongruent",419,"s495"
"incongruent",733,"s495"
"congruent",577,"s495"
"incongruent",698,"s495"
"congruent",474,"s495"
"incongruent",662,"s495"
"incongruent",758,"s495"
"congruent",442,"s495"
"congruent",423,"s495"
"incongruent",477,"s495"
"incongruent",682,"s495"
"incongruent",720,"s495"
"congruent",473,"s495"
"incongruent",653,"s495"
"incongruent",726,"s495"
"incongruent",806,"s495"
"incongruent",547,"s495"
"incongruent",883,"s495"
"congruent",628,"s495"
"congruent",693,"s495"
"congruent",593,"s495"
"congruent",584,"s495"
"congruent",543,"s495"
"congruent",1306,"s495"
"congruent",675,"s495"
"congruent",1414,"s495"
