"condition","correct","key_press","rt","trial_ids","subj_id"
0,"1",82,656,8,"63"
0,"1",82,512,10,"63"
1,"1",66,482,13,"63"
1,"1",82,590,15,"63"
1,"1",66,453,16,"63"
1,"1",71,626,17,"63"
1,"1",71,755,20,"63"
0,"1",71,705,28,"63"
0,"1",71,654,32,"63"
1,"1",82,684,33,"63"
0,"1",71,579,35,"63"
1,"1",66,575,52,"63"
0,"1",82,541,56,"63"
1,"1",82,616,59,"63"
1,"1",71,556,75,"63"
0,"1",71,567,82,"63"
0,"1",82,651,83,"63"
0,"1",66,655,85,"63"
0,"1",71,593,94,"63"
1,"1",82,493,96,"63"
1,"1",82,835,8,"34"
1,"1",66,1036,10,"34"
0,"1",82,927,13,"34"
0,"1",66,955,15,"34"
1,"1",66,962,16,"34"
1,"1",82,806,17,"34"
1,"1",71,745,20,"34"
1,"1",66,776,28,"34"
0,"1",71,1360,32,"34"
0,"1",82,1078,33,"34"
0,"1",66,1187,35,"34"
1,"1",71,920,52,"34"
0,"1",71,887,56,"34"
1,"1",82,1241,59,"34"
0,"1",71,794,75,"34"
1,"1",82,715,82,"34"
1,"1",66,962,83,"34"
1,"1",71,669,85,"34"
1,"1",82,539,8,"38"
0,"1",71,581,10,"38"
1,"1",82,438,13,"38"
1,"1",71,814,15,"38"
1,"1",71,510,16,"38"
1,"1",66,513,17,"38"
0,"1",66,649,20,"38"
0,"1",71,464,28,"38"
1,"1",82,595,32,"38"
0,"1",82,814,33,"38"
1,"1",71,589,35,"38"
1,"1",71,563,52,"38"
0,"1",66,870,56,"38"
0,"1",71,879,59,"38"
0,"1",66,918,75,"38"
0,"1",82,456,82,"38"
1,"1",71,499,83,"38"
1,"1",82,647,85,"38"
0,"1",82,663,94,"38"
0,"1",66,1044,96,"38"
1,"1",66,607,8,"79"
1,"1",82,565,10,"79"
1,"1",82,600,13,"79"
1,"1",82,722,15,"79"
1,"1",71,727,16,"79"
1,"1",71,696,17,"79"
0,"1",82,804,20,"79"
1,"1",71,642,28,"79"
0,"1",66,769,32,"79"
0,"1",82,792,33,"79"
0,"1",71,656,35,"79"
1,"1",66,554,52,"79"
1,"1",82,545,56,"79"
1,"1",71,553,59,"79"
1,"1",82,727,75,"79"
1,"1",66,626,82,"79"
1,"1",82,766,83,"79"
1,"1",82,574,85,"79"
0,"1",82,660,94,"79"
1,"1",82,739,96,"79"
1,"1",82,822,8,"41"
0,"1",71,879,10,"41"
1,"1",82,684,13,"41"
1,"1",71,617,15,"41"
0,"1",82,824,16,"41"
1,"1",71,917,17,"41"
1,"1",82,650,20,"41"
1,"1",82,615,28,"41"
0,"1",71,884,32,"41"
1,"1",66,1092,33,"41"
0,"1",71,599,35,"41"
0,"1",82,898,52,"41"
0,"1",82,1289,56,"41"
1,"1",82,564,59,"41"
1,"1",66,766,75,"41"
0,"0",66,941,82,"41"
1,"1",66,773,83,"41"
1,"1",66,776,85,"41"
0,"1",82,875,94,"41"
0,"1",71,981,96,"41"
