"condition","correct","key_press","rt","trial_ids","subj_id"
1,"1",66,425,1,"26"
0,"1",82,478,4,"26"
1,"1",82,631,6,"26"
0,"1",82,409,7,"26"
1,"1",71,499,13,"26"
0,"1",66,586,19,"26"
0,"1",71,653,23,"26"
1,"1",66,835,38,"26"
0,"1",71,465,46,"26"
0,"1",82,688,47,"26"
1,"1",82,547,51,"26"
1,"1",66,546,56,"26"
0,"0",66,862,59,"26"
0,"1",82,483,66,"26"
1,"1",66,738,72,"26"
1,"1",82,584,77,"26"
1,"1",71,671,79,"26"
1,"1",66,875,85,"26"
1,"1",82,713,86,"26"
0,"1",71,820,95,"26"
0,"1",71,995,1,"29"
0,"1",66,640,4,"29"
0,"1",71,971,6,"29"
1,"1",71,681,7,"29"
1,"1",82,583,13,"29"
1,"1",82,1204,19,"29"
0,"1",71,1164,23,"29"
0,"1",82,808,38,"29"
0,"1",82,643,46,"29"
1,"1",71,748,47,"29"
1,"1",66,424,51,"29"
0,"0",71,564,56,"29"
1,"1",82,484,59,"29"
1,"1",82,623,66,"29"
0,"1",66,590,72,"29"
0,"1",66,922,77,"29"
1,"1",66,525,79,"29"
0,"1",82,1075,85,"29"
1,"1",71,634,86,"29"
1,"1",66,797,95,"29"
1,"1",71,433,1,"78"
1,"1",66,404,4,"78"
1,"1",82,516,6,"78"
1,"1",66,598,7,"78"
1,"1",82,576,13,"78"
0,"1",82,491,19,"78"
1,"1",66,503,23,"78"
1,"1",66,497,38,"78"
1,"1",66,486,46,"78"
0,"1",71,638,47,"78"
0,"1",71,660,51,"78"
1,"1",82,610,56,"78"
0,"1",71,684,59,"78"
0,"1",71,427,66,"78"
0,"1",82,509,72,"78"
1,"1",71,552,77,"78"
1,"1",82,453,79,"78"
0,"1",66,659,85,"78"
1,"1",82,622,86,"78"
0,"1",71,646,95,"78"
1,"1",66,613,1,"68"
1,"1",71,507,4,"68"
0,"1",82,747,6,"68"
1,"1",66,675,7,"68"
0,"1",66,954,13,"68"
1,"1",66,586,19,"68"
1,"1",82,540,23,"68"
1,"1",82,436,38,"68"
1,"1",82,620,46,"68"
1,"1",71,607,47,"68"
0,"1",66,716,51,"68"
0,"1",82,709,56,"68"
0,"1",82,732,59,"68"
0,"1",71,608,66,"68"
0,"1",82,574,72,"68"
1,"1",82,858,77,"68"
0,"1",66,1015,79,"68"
1,"1",66,565,85,"68"
1,"1",82,535,86,"68"
0,"1",71,872,95,"68"
0,"1",66,1103,1,"20"
1,"1",71,477,4,"20"
0,"1",71,502,6,"20"
0,"1",82,751,7,"20"
1,"1",66,469,13,"20"
1,"1",82,688,19,"20"
1,"1",71,591,23,"20"
0,"1",71,494,38,"20"
1,"1",71,1214,46,"20"
0,"1",71,469,47,"20"
1,"1",82,502,51,"20"
0,"1",66,481,56,"20"
1,"1",82,478,59,"20"
1,"1",71,654,66,"20"
0,"1",66,959,72,"20"
0,"1",82,1012,77,"20"
1,"1",71,683,79,"20"
1,"1",82,551,85,"20"
1,"1",82,560,86,"20"
0,"1",66,709,95,"20"
