"condition","correct","key_press","rt","trial_ids","subj_id"
0,"1",82,593,4,"27"
1,"1",82,399,5,"27"
0,"1",66,548,8,"27"
1,"1",71,557,11,"27"
1,"1",66,442,18,"27"
0,"1",66,747,28,"27"
0,"1",66,734,30,"27"
1,"1",82,469,34,"27"
0,"1",71,1100,43,"27"
0,"1",71,571,53,"27"
0,"1",82,679,54,"27"
0,"1",71,695,62,"27"
1,"1",66,472,65,"27"
1,"0",66,411,67,"27"
1,"1",66,785,77,"27"
0,"1",66,737,82,"27"
1,"1",71,877,83,"27"
0,"1",82,712,86,"27"
0,"1",82,1016,93,"27"
0,"1",71,744,96,"27"
0,"1",71,837,4,"21"
0,"1",82,686,5,"21"
1,"1",82,754,8,"21"
1,"1",66,709,11,"21"
1,"1",82,689,18,"21"
0,"1",82,765,28,"21"
1,"1",66,587,30,"21"
1,"1",71,565,34,"21"
1,"1",66,587,43,"21"
1,"1",82,738,53,"21"
0,"1",66,677,54,"21"
0,"1",71,875,62,"21"
1,"1",71,588,65,"21"
0,"1",66,726,67,"21"
1,"1",71,560,77,"21"
0,"0",82,783,82,"21"
0,"1",71,640,83,"21"
0,"1",71,771,86,"21"
0,"1",66,870,93,"21"
1,"1",66,591,4,"46"
0,"1",71,975,5,"46"
1,"1",71,686,8,"46"
1,"1",82,720,11,"46"
0,"1",66,993,18,"46"
0,"1",66,843,28,"46"
1,"1",66,736,30,"46"
1,"1",71,740,34,"46"
0,"1",66,1051,43,"46"
1,"1",82,725,53,"46"
1,"1",66,719,54,"46"
0,"1",71,728,62,"46"
0,"1",82,710,65,"46"
0,"1",71,802,67,"46"
1,"1",66,747,77,"46"
1,"1",82,740,82,"46"
0,"1",66,954,83,"46"
0,"1",66,595,86,"46"
1,"1",71,526,93,"46"
1,"1",82,604,96,"46"
0,"1",82,621,4,"91"
1,"1",82,660,5,"91"
1,"1",71,460,8,"91"
1,"1",71,878,11,"91"
0,"1",66,636,18,"91"
0,"1",82,934,28,"91"
1,"1",82,1286,30,"91"
0,"1",71,1225,34,"91"
0,"1",71,716,43,"91"
0,"1",71,817,53,"91"
1,"1",71,511,54,"91"
0,"1",71,736,62,"91"
1,"1",66,924,65,"91"
0,"1",71,689,67,"91"
1,"1",71,909,77,"91"
1,"1",82,542,82,"91"
1,"1",71,563,83,"91"
0,"1",71,1022,86,"91"
1,"1",82,792,93,"91"
1,"1",71,1079,4,"13"
0,"1",71,896,5,"13"
0,"1",66,973,8,"13"
0,"1",71,1178,11,"13"
0,"1",82,907,18,"13"
0,"1",66,1459,28,"13"
1,"1",82,1040,30,"13"
0,"1",71,992,34,"13"
1,"1",71,1065,43,"13"
1,"1",82,563,53,"13"
0,"1",82,1128,54,"13"
1,"1",66,1038,62,"13"
1,"1",82,782,65,"13"
0,"1",71,1016,67,"13"
0,"1",71,905,77,"13"
1,"1",82,1020,82,"13"
0,"1",66,794,83,"13"
1,"1",71,1069,86,"13"
1,"1",66,866,93,"13"
0,"1",82,1243,96,"13"
