"condition","correct","key_press","rt","trial_ids","subj_id"
1,"1",82,645,2,"86"
0,"1",66,674,4,"86"
0,"1",66,716,12,"86"
0,"0",82,617,24,"86"
0,"1",82,650,25,"86"
0,"1",66,752,27,"86"
0,"1",71,794,28,"86"
0,"1",82,562,29,"86"
1,"1",66,694,35,"86"
0,"1",82,716,49,"86"
0,"1",82,887,51,"86"
0,"1",66,673,54,"86"
1,"1",71,538,55,"86"
0,"0",66,724,57,"86"
0,"1",66,515,65,"86"
1,"1",66,571,69,"86"
0,"1",82,618,77,"86"
0,"1",82,1088,81,"86"
0,"1",71,393,85,"86"
0,"1",82,685,96,"86"
1,"1",71,596,2,"70"
1,"1",82,555,4,"70"
1,"1",71,630,12,"70"
0,"1",82,1066,24,"70"
0,"1",71,884,25,"70"
0,"1",71,982,27,"70"
0,"1",82,616,28,"70"
1,"1",82,638,29,"70"
1,"1",82,510,35,"70"
1,"1",82,613,49,"70"
1,"1",66,517,51,"70"
1,"1",82,560,54,"70"
0,"1",82,706,55,"70"
0,"1",82,842,57,"70"
0,"0",66,580,65,"70"
0,"1",82,724,69,"70"
0,"0",82,606,77,"70"
0,"1",66,875,81,"70"
0,"1",66,1057,85,"70"
0,"1",82,889,96,"70"
0,"1",82,865,2,"86"
0,"0",71,875,4,"86"
0,"1",66,896,12,"86"
0,"1",66,901,24,"86"
1,"1",82,952,25,"86"
0,"1",66,948,27,"86"
0,"1",82,846,28,"86"
1,"1",71,735,29,"86"
0,"1",71,971,35,"86"
1,"1",66,526,49,"86"
1,"1",71,705,51,"86"
0,"1",82,775,54,"86"
0,"1",66,728,55,"86"
0,"1",82,914,57,"86"
0,"1",71,865,65,"86"
0,"1",71,909,69,"86"
1,"1",82,819,77,"86"
0,"1",66,898,81,"86"
0,"1",82,926,85,"86"
1,"1",82,1013,96,"86"
1,"1",66,675,2,"80"
1,"1",66,823,4,"80"
0,"1",82,879,12,"80"
0,"1",66,932,24,"80"
0,"1",66,700,25,"80"
0,"0",66,714,27,"80"
0,"1",66,1222,28,"80"
0,"1",71,755,29,"80"
1,"1",66,672,35,"80"
0,"1",71,772,49,"80"
0,"1",82,861,51,"80"
1,"1",82,799,54,"80"
0,"1",82,1000,55,"80"
1,"1",82,688,57,"80"
1,"1",82,615,65,"80"
0,"1",71,822,69,"80"
1,"1",66,709,77,"80"
1,"1",66,770,81,"80"
1,"1",66,767,85,"80"
0,"1",66,885,2,"12"
1,"1",82,556,4,"12"
1,"1",66,509,12,"12"
0,"1",71,515,24,"12"
1,"1",71,601,25,"12"
1,"1",71,604,27,"12"
0,"1",71,624,28,"12"
1,"1",82,508,29,"12"
0,"1",66,782,35,"12"
1,"1",82,506,49,"12"
0,"1",82,666,51,"12"
0,"1",82,506,54,"12"
1,"1",71,457,55,"12"
0,"1",66,878,57,"12"
1,"1",66,660,65,"12"
1,"1",82,628,69,"12"
1,"1",66,491,77,"12"
0,"1",66,653,81,"12"
0,"1",82,511,85,"12"
0,"1",66,578,96,"12"
