"condition","correct","key_press","rt","trial_ids","subj_id"
0,"1",71,648,4,"88"
1,"1",82,554,5,"88"
0,"1",71,700,7,"88"
1,"1",66,439,12,"88"
0,"1",66,1052,21,"88"
1,"1",66,453,26,"88"
1,"1",71,617,35,"88"
1,"1",66,614,48,"88"
0,"1",82,613,51,"88"
1,"1",71,553,55,"88"
0,"1",66,458,58,"88"
0,"1",82,748,62,"88"
0,"0",82,490,64,"88"
1,"1",82,562,69,"88"
0,"1",82,584,72,"88"
0,"1",82,842,75,"88"
0,"1",82,666,80,"88"
1,"1",82,496,87,"88"
0,"1",71,568,95,"88"
1,"1",66,453,96,"88"
0,"1",71,438,4,"47"
0,"1",71,859,5,"47"
0,"1",82,627,7,"47"
0,"1",82,649,12,"47"
1,"1",71,530,21,"47"
1,"1",66,552,26,"47"
0,"1",71,635,35,"47"
1,"1",66,677,48,"47"
1,"1",82,644,51,"47"
0,"1",82,518,55,"47"
0,"1",66,506,58,"47"
1,"1",82,844,62,"47"
1,"1",66,572,64,"47"
1,"1",71,590,69,"47"
1,"1",71,582,72,"47"
0,"1",66,383,75,"47"
1,"1",71,637,80,"47"
0,"1",66,897,87,"47"
0,"1",66,463,95,"47"
1,"1",71,660,96,"47"
0,"1",66,801,4,"75"
0,"1",71,835,5,"75"
1,"1",71,805,7,"75"
1,"1",66,642,12,"75"
0,"1",82,562,21,"75"
0,"1",82,809,26,"75"
1,"1",71,572,35,"75"
0,"1",82,1447,48,"75"
0,"0",82,841,51,"75"
1,"1",71,665,55,"75"
1,"1",82,952,58,"75"
1,"1",82,641,62,"75"
0,"1",82,944,64,"75"
0,"1",71,1146,69,"75"
1,"1",82,685,72,"75"
1,"0",71,1013,75,"75"
1,"1",71,578,80,"75"
0,"1",66,609,87,"75"
1,"1",66,554,95,"75"
0,"1",82,730,96,"75"
0,"1",71,660,4,"99"
1,"1",82,585,5,"99"
1,"1",71,571,7,"99"
1,"1",82,590,12,"99"
0,"1",66,672,21,"99"
0,"1",82,695,26,"99"
1,"1",71,641,35,"99"
0,"1",82,691,48,"99"
0,"1",66,751,51,"99"
1,"1",71,532,55,"99"
1,"1",66,654,58,"99"
1,"1",71,804,62,"99"
1,"1",82,513,64,"99"
1,"1",71,507,69,"99"
1,"1",71,774,72,"99"
1,"1",66,827,75,"99"
1,"1",82,519,80,"99"
0,"1",71,1069,87,"99"
0,"0",82,679,95,"99"
1,"1",66,935,4,"43"
0,"1",82,810,5,"43"
0,"1",71,891,7,"43"
1,"1",71,904,12,"43"
0,"1",71,1091,21,"43"
0,"1",82,753,26,"43"
0,"1",66,783,35,"43"
1,"1",66,855,48,"43"
0,"1",82,532,51,"43"
0,"1",71,877,55,"43"
0,"1",71,758,58,"43"
1,"1",71,795,62,"43"
0,"1",66,740,64,"43"
1,"1",82,625,69,"43"
0,"1",66,983,72,"43"
1,"1",71,827,75,"43"
0,"1",71,1225,80,"43"
1,"1",66,829,87,"43"
1,"1",82,479,95,"43"
