"condition","correct","key_press","rt","trial_ids","subj_id"
0,"0",71,751,4,"20"
0,"1",71,1073,5,"20"
1,"1",82,609,6,"20"
1,"1",66,556,10,"20"
1,"1",66,499,11,"20"
0,"1",66,634,28,"20"
0,"1",71,1095,33,"20"
1,"1",82,807,37,"20"
1,"1",82,896,41,"20"
0,"1",71,890,44,"20"
1,"1",71,541,47,"20"
1,"1",71,504,48,"20"
0,"1",82,828,52,"20"
0,"1",66,352,56,"20"
0,"1",82,1212,64,"20"
1,"1",82,571,65,"20"
1,"1",71,674,79,"20"
0,"1",66,851,80,"20"
0,"1",66,769,83,"20"
1,"1",71,803,4,"67"
1,"1",82,683,5,"67"
1,"1",82,638,6,"67"
0,"1",66,908,10,"67"
0,"1",71,705,11,"67"
1,"1",82,705,28,"67"
1,"1",71,761,33,"67"
1,"1",71,823,37,"67"
1,"1",71,883,41,"67"
0,"1",71,1265,44,"67"
0,"1",66,955,47,"67"
1,"1",82,657,48,"67"
0,"1",71,823,52,"67"
1,"1",82,601,56,"67"
1,"1",82,563,64,"67"
0,"1",71,1141,65,"67"
0,"1",71,737,79,"67"
1,"1",82,517,80,"67"
0,"1",66,1057,83,"67"
1,"1",71,583,96,"67"
0,"1",66,750,4,"00"
0,"1",82,749,5,"00"
0,"1",82,647,6,"00"
1,"1",71,762,10,"00"
0,"1",82,738,11,"00"
1,"1",82,643,28,"00"
1,"1",66,696,33,"00"
1,"1",71,779,37,"00"
1,"1",66,634,41,"00"
1,"1",66,812,44,"00"
0,"1",71,659,47,"00"
0,"1",66,868,48,"00"
1,"1",66,733,52,"00"
0,"1",66,914,56,"00"
0,"1",82,1006,64,"00"
1,"1",71,616,65,"00"
1,"1",82,843,79,"00"
1,"1",82,1145,80,"00"
1,"1",66,614,83,"00"
1,"0",71,570,4,"21"
1,"1",66,397,5,"21"
1,"1",66,975,6,"21"
0,"1",66,353,10,"21"
0,"1",66,408,11,"21"
1,"1",71,522,28,"21"
1,"1",71,540,33,"21"
1,"1",66,522,37,"21"
0,"1",66,433,41,"21"
1,"1",71,470,44,"21"
1,"1",66,565,47,"21"
1,"1",71,525,48,"21"
1,"1",71,552,52,"21"
0,"1",71,651,56,"21"
0,"1",71,700,64,"21"
0,"1",66,523,65,"21"
1,"1",82,688,79,"21"
0,"1",66,622,80,"21"
0,"1",82,592,83,"21"
1,"1",66,711,4,"40"
1,"1",71,871,5,"40"
0,"1",82,841,6,"40"
0,"1",66,1037,10,"40"
0,"1",71,894,11,"40"
1,"1",82,627,28,"40"
1,"1",82,888,33,"40"
0,"1",82,571,37,"40"
0,"1",71,885,41,"40"
1,"1",71,638,44,"40"
0,"1",82,657,47,"40"
0,"1",71,905,48,"40"
0,"1",66,969,52,"40"
1,"1",71,919,56,"40"
0,"1",71,442,64,"40"
0,"0",82,851,65,"40"
0,"1",66,861,79,"40"
1,"1",66,566,80,"40"
1,"1",71,505,83,"40"
0,"1",71,850,96,"40"
