"condition","correct","key_press","rt","trial_ids","subj_id"
1,"1",66,520,2,"27"
1,"1",66,445,3,"27"
1,"1",66,522,5,"27"
1,"1",66,553,9,"27"
0,"1",82,683,11,"27"
0,"0",71,792,12,"27"
1,"1",71,789,16,"27"
1,"1",66,639,25,"27"
0,"1",66,723,42,"27"
0,"1",71,1048,48,"27"
0,"1",66,786,55,"27"
0,"1",71,1208,62,"27"
1,"1",82,809,64,"27"
1,"1",66,777,66,"27"
1,"1",66,967,67,"27"
1,"1",71,652,74,"27"
0,"1",82,833,82,"27"
1,"1",71,786,83,"27"
0,"0",71,839,86,"27"
1,"1",66,516,90,"27"
0,"1",66,667,2,"45"
0,"1",66,613,3,"45"
0,"1",66,642,5,"45"
1,"1",71,692,9,"45"
1,"1",71,349,11,"45"
0,"1",71,914,12,"45"
0,"1",82,873,16,"45"
1,"1",66,605,25,"45"
0,"0",71,832,42,"45"
0,"0",66,623,48,"45"
0,"1",82,923,55,"45"
1,"1",66,699,62,"45"
1,"1",66,550,64,"45"
0,"1",71,771,66,"45"
1,"1",82,779,67,"45"
1,"1",66,889,74,"45"
0,"1",71,1093,82,"45"
1,"1",82,994,83,"45"
0,"1",82,750,86,"45"
1,"1",71,562,90,"45"
0,"1",82,745,2,"33"
1,"1",82,876,3,"33"
1,"1",71,917,5,"33"
0,"0",82,626,9,"33"
1,"1",66,612,11,"33"
0,"1",66,788,12,"33"
1,"1",66,585,16,"33"
1,"1",66,643,25,"33"
1,"1",71,864,42,"33"
0,"0",66,1029,48,"33"
0,"1",82,834,55,"33"
0,"1",82,539,62,"33"
0,"1",66,1084,64,"33"
1,"1",82,860,66,"33"
0,"1",66,830,67,"33"
1,"1",66,701,74,"33"
0,"1",71,1058,82,"33"
0,"1",82,1262,83,"33"
0,"1",66,936,86,"33"
1,"1",71,694,90,"33"
0,"1",66,404,2,"64"
1,"1",82,382,3,"64"
0,"1",71,372,5,"64"
0,"1",71,467,9,"64"
1,"1",66,441,11,"64"
1,"1",71,428,12,"64"
0,"1",71,587,16,"64"
0,"1",82,631,25,"64"
1,"1",82,403,42,"64"
1,"1",71,469,48,"64"
0,"1",71,404,55,"64"
1,"1",71,377,62,"64"
0,"1",82,630,64,"64"
1,"1",71,785,66,"64"
1,"1",82,518,67,"64"
0,"1",66,587,74,"64"
0,"1",82,702,82,"64"
1,"1",66,664,83,"64"
0,"0",66,498,86,"64"
0,"1",71,351,90,"64"
0,"1",66,885,2,"12"
0,"1",82,767,3,"12"
0,"1",66,702,5,"12"
1,"1",66,553,9,"12"
1,"1",66,599,11,"12"
1,"1",66,509,12,"12"
1,"1",66,603,16,"12"
1,"1",71,601,25,"12"
0,"1",66,705,42,"12"
1,"1",82,565,48,"12"
1,"1",71,457,55,"12"
1,"1",66,647,62,"12"
0,"1",82,672,64,"12"
1,"1",71,713,66,"12"
1,"1",71,535,67,"12"
0,"1",71,785,74,"12"
0,"1",66,698,82,"12"
0,"1",71,942,83,"12"
0,"1",66,617,86,"12"
0,"1",66,630,90,"12"
