"condition","correct","key_press","rt","trial_ids","subj_id"
0,"1",82,586,14,"12"
0,"1",66,459,25,"12"
1,"1",82,766,26,"12"
0,"1",71,818,28,"12"
1,"1",71,692,40,"12"
1,"1",66,708,50,"12"
0,"1",82,1391,51,"12"
1,"1",82,664,52,"12"
1,"1",82,741,53,"12"
0,"1",82,554,56,"12"
0,"1",66,684,59,"12"
1,"1",82,638,67,"12"
0,"1",71,955,72,"12"
0,"1",71,738,77,"12"
1,"1",71,677,80,"12"
1,"1",82,1163,83,"12"
1,"1",71,583,85,"12"
0,"1",82,676,87,"12"
0,"1",66,747,94,"12"
0,"1",71,939,14,"15"
0,"1",71,1197,25,"15"
0,"1",66,827,26,"15"
1,"1",82,799,28,"15"
1,"1",66,597,40,"15"
1,"1",71,680,50,"15"
0,"1",71,938,51,"15"
0,"1",66,1152,52,"15"
0,"1",82,957,53,"15"
0,"1",66,780,56,"15"
0,"1",82,697,59,"15"
1,"1",71,696,67,"15"
0,"1",82,1144,72,"15"
0,"1",71,1072,77,"15"
0,"1",82,835,80,"15"
0,"1",82,884,83,"15"
1,"1",66,848,85,"15"
1,"1",82,902,87,"15"
1,"1",71,755,94,"15"
0,"1",66,1005,96,"15"
0,"1",82,813,14,"16"
1,"1",71,828,25,"16"
0,"1",66,903,26,"16"
1,"1",66,588,28,"16"
0,"1",66,866,40,"16"
1,"1",82,643,50,"16"
0,"1",82,865,51,"16"
0,"1",71,910,52,"16"
0,"1",82,853,53,"16"
1,"1",71,717,56,"16"
0,"1",66,784,59,"16"
0,"1",71,721,67,"16"
1,"1",66,1006,72,"16"
0,"1",82,601,77,"16"
1,"1",82,595,80,"16"
1,"1",71,611,83,"16"
0,"1",71,912,85,"16"
0,"1",82,955,87,"16"
0,"1",71,1378,94,"16"
0,"1",71,931,96,"16"
0,"1",71,981,14,"55"
1,"1",71,802,25,"55"
0,"1",71,760,26,"55"
0,"1",82,773,28,"55"
0,"1",71,1109,40,"55"
0,"1",66,884,50,"55"
0,"1",82,1091,51,"55"
0,"1",66,805,52,"55"
0,"1",82,961,53,"55"
1,"1",82,543,56,"55"
0,"1",66,1016,59,"55"
1,"1",66,701,67,"55"
1,"1",71,684,72,"55"
0,"1",71,958,77,"55"
0,"0",66,978,80,"55"
1,"1",66,1385,83,"55"
0,"1",82,917,85,"55"
0,"1",71,997,87,"55"
0,"1",82,1028,94,"55"
0,"1",71,713,14,"41"
0,"1",71,657,25,"41"
0,"1",71,1134,26,"41"
1,"1",82,615,28,"41"
0,"0",82,700,40,"41"
1,"1",66,744,50,"41"
1,"1",71,1073,51,"41"
0,"1",82,898,52,"41"
1,"1",66,888,53,"41"
0,"1",82,1289,56,"41"
1,"1",82,564,59,"41"
0,"1",66,1290,67,"41"
1,"1",82,936,72,"41"
1,"1",82,486,77,"41"
0,"1",66,955,80,"41"
1,"1",66,773,83,"41"
1,"1",66,776,85,"41"
1,"1",71,1114,87,"41"
0,"1",82,875,94,"41"
0,"1",71,981,96,"41"
