"condition","correct","key_press","rt","trial_ids","subj_id"
0,"1",66,901,1,"78"
1,"1",71,700,2,"78"
0,"1",71,978,4,"78"
0,"1",82,670,7,"78"
1,"1",66,749,17,"78"
0,"1",71,664,26,"78"
0,"1",82,958,28,"78"
1,"1",66,886,33,"78"
1,"1",82,680,39,"78"
0,"1",66,954,41,"78"
1,"1",71,1071,44,"78"
1,"1",66,675,46,"78"
1,"1",82,559,59,"78"
1,"1",66,997,62,"78"
1,"1",71,749,71,"78"
1,"1",82,671,81,"78"
0,"1",82,891,84,"78"
0,"1",71,666,86,"78"
0,"1",82,762,91,"78"
0,"1",66,1188,94,"78"
1,"1",66,473,1,"69"
0,"1",82,586,2,"69"
0,"1",71,840,4,"69"
0,"1",66,828,7,"69"
0,"1",71,1084,17,"69"
1,"1",82,840,26,"69"
1,"1",71,715,28,"69"
0,"1",66,993,33,"69"
1,"1",66,628,39,"69"
1,"1",82,566,41,"69"
0,"1",82,694,44,"69"
1,"1",82,459,46,"69"
0,"1",66,885,59,"69"
1,"1",82,553,62,"69"
1,"1",66,756,71,"69"
1,"1",66,609,81,"69"
0,"0",71,975,84,"69"
0,"1",66,1158,86,"69"
1,"1",71,899,91,"69"
0,"1",82,813,94,"69"
1,"1",71,533,1,"10"
0,"1",66,828,2,"10"
0,"1",71,532,4,"10"
0,"1",82,657,7,"10"
1,"1",66,609,17,"10"
0,"1",71,542,26,"10"
0,"1",66,553,28,"10"
1,"1",82,437,33,"10"
0,"1",71,778,39,"10"
1,"1",82,922,41,"10"
0,"1",82,1051,44,"10"
1,"1",71,654,46,"10"
1,"1",82,541,59,"10"
1,"1",82,548,62,"10"
0,"1",71,470,71,"10"
0,"1",82,629,81,"10"
1,"1",82,410,84,"10"
0,"1",82,483,86,"10"
1,"1",66,674,91,"10"
1,"1",82,507,94,"10"
0,"1",71,701,1,"22"
1,"1",71,529,2,"22"
0,"1",82,768,4,"22"
0,"1",66,687,7,"22"
0,"1",66,812,17,"22"
0,"1",82,565,26,"22"
1,"1",66,545,28,"22"
0,"1",71,639,33,"22"
1,"1",71,631,39,"22"
0,"0",82,843,41,"22"
0,"1",66,914,44,"22"
1,"1",66,557,46,"22"
0,"1",82,647,59,"22"
0,"1",71,587,62,"22"
1,"1",66,536,71,"22"
1,"1",71,488,81,"22"
1,"1",71,494,84,"22"
1,"1",82,395,86,"22"
1,"1",82,525,91,"22"
1,"1",71,642,94,"22"
1,"1",82,615,1,"08"
0,"1",71,908,2,"08"
1,"1",66,596,4,"08"
0,"1",66,974,7,"08"
0,"1",82,704,17,"08"
1,"1",66,882,26,"08"
1,"1",71,881,28,"08"
0,"0",82,1343,33,"08"
0,"1",66,700,39,"08"
0,"1",82,1481,41,"08"
0,"1",66,574,44,"08"
1,"1",82,1342,46,"08"
1,"1",66,753,59,"08"
1,"1",82,1044,62,"08"
0,"1",71,921,71,"08"
0,"1",66,1227,81,"08"
0,"1",66,1307,84,"08"
0,"1",71,1025,86,"08"
0,"1",82,901,91,"08"
1,"1",71,594,94,"08"
