"condition","correct","key_press","rt","trial_ids","subj_id"
1,"1",66,633,3,"53"
1,"1",66,635,15,"53"
1,"1",66,514,18,"53"
1,"1",82,562,21,"53"
1,"1",71,497,22,"53"
0,"1",66,660,24,"53"
1,"0",66,454,25,"53"
1,"1",66,626,30,"53"
1,"1",71,555,32,"53"
0,"1",71,668,34,"53"
1,"1",71,698,35,"53"
1,"1",82,642,37,"53"
0,"1",71,561,44,"53"
0,"1",82,760,47,"53"
0,"1",82,548,52,"53"
1,"1",82,530,60,"53"
1,"1",71,762,65,"53"
1,"1",82,670,67,"53"
1,"1",82,449,80,"53"
1,"1",66,706,93,"53"
1,"1",66,742,3,"95"
0,"1",66,684,15,"95"
1,"1",66,618,18,"95"
0,"1",71,746,21,"95"
0,"1",82,629,22,"95"
0,"1",82,452,24,"95"
1,"1",71,607,25,"95"
0,"1",71,1162,30,"95"
1,"1",71,906,32,"95"
0,"1",71,721,34,"95"
0,"1",66,717,35,"95"
0,"1",71,757,37,"95"
0,"1",66,677,44,"95"
1,"1",66,594,47,"95"
1,"1",66,670,52,"95"
0,"1",66,884,60,"95"
0,"1",66,777,65,"95"
1,"1",66,810,67,"95"
0,"1",66,891,80,"95"
0,"1",82,602,93,"95"
1,"1",66,616,3,"20"
0,"1",82,658,15,"20"
0,"0",82,758,18,"20"
0,"1",82,1195,21,"20"
1,"1",71,598,22,"20"
0,"1",71,709,24,"20"
1,"1",82,607,25,"20"
0,"1",71,1009,30,"20"
1,"1",71,545,32,"20"
0,"1",71,564,34,"20"
1,"1",71,708,35,"20"
1,"1",66,711,37,"20"
0,"1",82,907,44,"20"
0,"1",82,550,47,"20"
0,"1",66,687,52,"20"
1,"1",71,739,60,"20"
1,"1",71,600,65,"20"
1,"1",66,745,67,"20"
1,"1",82,651,80,"20"
0,"1",66,1079,93,"20"
1,"1",66,706,3,"51"
0,"1",71,1049,15,"51"
0,"1",66,962,18,"51"
1,"1",82,538,21,"51"
1,"1",66,485,22,"51"
1,"1",66,785,24,"51"
1,"1",66,618,25,"51"
0,"1",82,605,30,"51"
1,"1",82,546,32,"51"
1,"1",71,641,34,"51"
0,"1",71,581,35,"51"
1,"1",66,428,37,"51"
0,"1",71,618,44,"51"
1,"1",82,483,47,"51"
0,"1",82,991,52,"51"
1,"1",71,667,60,"51"
0,"1",66,940,65,"51"
0,"1",66,665,67,"51"
1,"1",66,565,80,"51"
0,"1",82,547,93,"51"
0,"1",66,614,3,"39"
1,"1",71,481,15,"39"
1,"1",71,557,18,"39"
0,"1",71,677,21,"39"
1,"1",82,616,22,"39"
0,"1",66,623,24,"39"
0,"1",71,680,25,"39"
1,"1",66,453,30,"39"
0,"1",66,858,32,"39"
0,"1",66,617,34,"39"
0,"1",82,536,35,"39"
1,"1",82,603,37,"39"
0,"1",71,547,44,"39"
1,"1",66,634,47,"39"
1,"1",82,424,52,"39"
1,"1",71,561,60,"39"
1,"1",66,558,65,"39"
0,"1",82,583,67,"39"
1,"1",82,643,80,"39"
1,"1",82,514,93,"39"
