"condition","correct","key_press","rt","trial_ids","subj_id"
1,"1",66,641,4,"32"
0,"1",71,632,6,"32"
0,"1",66,861,9,"32"
1,"1",71,509,12,"32"
0,"1",82,956,15,"32"
0,"1",82,490,17,"32"
1,"1",66,721,22,"32"
0,"1",71,485,25,"32"
0,"1",82,755,27,"32"
0,"1",66,586,28,"32"
1,"1",71,627,30,"32"
0,"1",71,490,31,"32"
0,"1",82,786,35,"32"
0,"1",82,619,52,"32"
0,"1",71,438,66,"32"
1,"1",66,614,68,"32"
0,"1",66,653,70,"32"
1,"1",66,453,74,"32"
0,"1",82,680,82,"32"
1,"1",82,417,94,"32"
1,"1",66,481,4,"38"
1,"1",82,536,6,"38"
1,"1",66,403,9,"38"
1,"1",82,709,12,"38"
1,"1",66,604,15,"38"
0,"1",71,750,17,"38"
0,"1",66,651,22,"38"
0,"1",71,562,25,"38"
1,"1",71,677,27,"38"
0,"1",71,493,28,"38"
0,"1",71,442,30,"38"
1,"1",66,640,31,"38"
1,"1",66,509,35,"38"
1,"1",82,572,52,"38"
0,"1",82,766,66,"38"
0,"1",66,461,68,"38"
0,"1",66,421,70,"38"
0,"1",71,463,74,"38"
0,"1",82,545,82,"38"
1,"1",71,471,94,"38"
1,"1",82,723,4,"56"
0,"1",71,579,6,"56"
0,"1",71,806,9,"56"
1,"1",71,551,12,"56"
1,"1",66,432,15,"56"
0,"1",82,844,17,"56"
0,"1",82,713,22,"56"
0,"1",66,932,25,"56"
0,"1",71,874,27,"56"
0,"1",71,474,28,"56"
1,"1",66,471,30,"56"
0,"1",82,608,31,"56"
1,"1",82,657,35,"56"
0,"0",66,933,52,"56"
0,"1",71,875,66,"56"
0,"1",66,784,68,"56"
1,"1",82,593,70,"56"
0,"1",71,623,74,"56"
0,"1",71,960,82,"56"
0,"0",82,901,94,"56"
0,"1",71,533,4,"88"
1,"1",82,571,6,"88"
0,"1",82,693,9,"88"
0,"1",71,494,12,"88"
1,"1",82,641,15,"88"
1,"1",82,592,17,"88"
1,"1",66,689,22,"88"
1,"1",82,620,25,"88"
0,"1",82,577,27,"88"
0,"1",82,655,28,"88"
0,"1",82,644,30,"88"
1,"1",71,597,31,"88"
0,"1",66,791,35,"88"
0,"1",82,633,52,"88"
1,"1",66,532,66,"88"
1,"1",82,536,68,"88"
0,"1",71,543,70,"88"
1,"1",71,649,74,"88"
1,"1",66,710,82,"88"
0,"1",66,800,94,"88"
1,"1",66,620,4,"95"
1,"1",82,661,6,"95"
0,"1",66,792,9,"95"
0,"1",82,616,12,"95"
0,"1",66,684,15,"95"
1,"1",71,590,17,"95"
0,"1",82,629,22,"95"
1,"1",71,607,25,"95"
0,"1",66,565,27,"95"
1,"1",71,689,28,"95"
0,"1",71,1162,30,"95"
0,"1",71,991,31,"95"
0,"1",66,717,35,"95"
1,"1",66,670,52,"95"
0,"1",71,718,66,"95"
1,"1",82,709,68,"95"
1,"1",71,638,70,"95"
0,"1",71,831,74,"95"
1,"1",71,723,82,"95"
1,"1",82,486,94,"95"
