"condition","correct","key_press","rt","trial_ids","subj_id"
0,"1",82,540,5,"65"
1,"1",82,1022,7,"65"
0,"0",82,588,8,"65"
0,"1",71,751,15,"65"
0,"0",71,755,16,"65"
1,"1",66,840,19,"65"
0,"0",71,1399,20,"65"
1,"1",66,739,23,"65"
1,"1",71,495,26,"65"
1,"1",82,702,30,"65"
1,"1",66,913,44,"65"
0,"1",66,1040,50,"65"
1,"1",66,1146,54,"65"
0,"0",82,970,67,"65"
0,"1",66,909,69,"65"
0,"1",71,1145,70,"65"
1,"1",66,833,74,"65"
0,"1",71,764,75,"65"
0,"1",82,997,90,"65"
1,"1",71,934,91,"65"
1,"1",71,793,5,"38"
1,"1",82,640,7,"38"
1,"1",82,539,8,"38"
1,"1",71,814,15,"38"
1,"1",71,510,16,"38"
0,"1",71,1110,19,"38"
0,"1",66,649,20,"38"
0,"1",82,922,23,"38"
0,"1",82,386,26,"38"
0,"1",82,581,30,"38"
1,"1",82,389,44,"38"
1,"1",66,558,50,"38"
1,"1",71,600,54,"38"
1,"1",71,541,67,"38"
0,"1",82,589,69,"38"
0,"1",66,644,70,"38"
0,"1",82,501,74,"38"
0,"1",66,918,75,"38"
1,"1",71,516,90,"38"
0,"1",82,783,91,"38"
1,"1",71,818,5,"82"
0,"1",82,631,7,"82"
0,"1",71,701,8,"82"
1,"1",66,458,15,"82"
0,"1",82,660,16,"82"
1,"1",82,491,19,"82"
0,"1",66,818,20,"82"
1,"1",82,546,23,"82"
0,"1",66,856,26,"82"
0,"1",82,624,30,"82"
1,"1",71,465,44,"82"
1,"1",82,693,50,"82"
1,"1",82,575,54,"82"
1,"1",71,603,67,"82"
1,"1",66,489,69,"82"
0,"1",66,751,70,"82"
1,"1",82,504,74,"82"
0,"1",82,677,75,"82"
0,"1",82,744,90,"82"
1,"1",82,722,91,"82"
1,"1",71,769,5,"03"
1,"1",71,731,7,"03"
0,"1",82,1068,8,"03"
1,"1",82,668,15,"03"
1,"1",71,737,16,"03"
1,"1",66,639,19,"03"
1,"1",82,660,20,"03"
1,"1",66,618,23,"03"
1,"1",71,589,26,"03"
0,"1",66,836,30,"03"
0,"1",82,694,44,"03"
0,"1",71,833,50,"03"
1,"1",66,629,54,"03"
0,"1",71,1051,67,"03"
0,"1",66,1059,69,"03"
1,"1",66,713,70,"03"
0,"1",82,703,74,"03"
0,"1",71,886,75,"03"
0,"1",82,647,90,"03"
0,"1",71,1169,91,"03"
1,"1",71,694,5,"60"
1,"1",82,654,7,"60"
0,"1",66,758,8,"60"
1,"1",66,769,15,"60"
1,"1",66,525,16,"60"
0,"1",66,942,19,"60"
0,"1",82,740,20,"60"
0,"1",82,879,23,"60"
0,"1",71,746,26,"60"
1,"1",82,890,30,"60"
1,"1",82,858,44,"60"
0,"1",71,497,50,"60"
0,"1",71,902,54,"60"
0,"1",71,884,67,"60"
0,"1",71,978,69,"60"
0,"1",66,966,70,"60"
0,"1",66,1131,74,"60"
1,"1",66,616,75,"60"
0,"1",66,1130,90,"60"
1,"1",71,720,91,"60"
