"condition","correct","key_press","rt","trial_ids","subj_id"
0,"1",66,739,1,"52"
1,"1",82,573,8,"52"
1,"1",66,536,14,"52"
0,"1",71,635,15,"52"
0,"1",71,1030,23,"52"
0,"1",66,575,24,"52"
0,"0",82,678,37,"52"
0,"1",82,670,41,"52"
0,"1",66,944,42,"52"
0,"1",82,519,51,"52"
0,"1",66,709,53,"52"
1,"1",82,478,57,"52"
1,"1",66,579,61,"52"
0,"1",71,647,66,"52"
1,"1",71,766,69,"52"
1,"1",71,583,70,"52"
1,"1",66,578,77,"52"
0,"1",71,727,79,"52"
1,"1",82,482,83,"52"
1,"1",71,589,95,"52"
0,"1",71,534,1,"38"
0,"1",71,714,8,"38"
1,"1",71,460,14,"38"
0,"1",82,577,15,"38"
1,"1",71,566,23,"38"
0,"1",66,748,24,"38"
0,"1",66,490,37,"38"
1,"1",82,460,41,"38"
1,"1",66,442,42,"38"
1,"1",71,535,51,"38"
0,"1",82,518,53,"38"
0,"1",82,547,57,"38"
0,"1",66,767,61,"38"
1,"1",66,495,66,"38"
1,"1",82,495,69,"38"
1,"1",71,643,70,"38"
1,"1",71,862,77,"38"
1,"1",82,773,79,"38"
0,"1",71,882,83,"38"
1,"1",82,586,95,"38"
0,"1",71,935,1,"66"
1,"1",71,856,8,"66"
1,"1",71,608,14,"66"
0,"1",66,1155,15,"66"
0,"1",71,952,23,"66"
0,"1",66,971,24,"66"
1,"1",82,659,37,"66"
1,"1",71,578,41,"66"
1,"1",71,529,42,"66"
1,"1",66,654,51,"66"
1,"1",71,817,53,"66"
0,"1",82,659,57,"66"
0,"1",66,832,61,"66"
0,"1",66,837,66,"66"
1,"1",71,741,69,"66"
1,"1",66,673,70,"66"
1,"1",66,770,77,"66"
1,"1",82,599,79,"66"
1,"1",82,534,83,"66"
1,"1",66,724,95,"66"
0,"1",71,971,1,"03"
1,"1",82,703,8,"03"
1,"1",71,660,14,"03"
0,"1",71,1338,15,"03"
1,"1",82,983,23,"03"
0,"1",71,1416,24,"03"
0,"1",82,1068,37,"03"
1,"1",66,913,41,"03"
0,"1",82,794,42,"03"
0,"1",71,892,51,"03"
0,"1",71,1340,53,"03"
0,"1",66,825,57,"03"
1,"1",82,1163,61,"03"
0,"1",82,725,66,"03"
1,"1",66,630,69,"03"
1,"1",71,727,70,"03"
0,"1",82,815,77,"03"
1,"1",82,605,79,"03"
1,"1",66,1072,83,"03"
1,"1",82,547,95,"03"
1,"1",82,508,1,"11"
1,"1",82,686,8,"11"
1,"1",82,537,14,"11"
1,"1",82,571,15,"11"
1,"1",66,545,23,"11"
0,"1",71,839,24,"11"
0,"1",66,1150,37,"11"
1,"1",66,758,41,"11"
0,"1",66,659,42,"11"
1,"1",66,752,51,"11"
1,"1",82,532,53,"11"
0,"1",82,762,57,"11"
0,"1",82,832,61,"11"
0,"1",82,722,66,"11"
1,"1",82,592,69,"11"
1,"1",66,593,70,"11"
0,"1",66,685,77,"11"
1,"1",71,669,79,"11"
1,"1",82,559,83,"11"
1,"1",66,674,95,"11"
