"condition","correct","key_press","rt","trial_ids","subj_id"
1,"1",66,543,3,"90"
0,"0",66,702,9,"90"
0,"1",82,887,13,"90"
1,"1",82,679,15,"90"
0,"1",82,772,20,"90"
0,"1",82,875,32,"90"
1,"1",82,694,34,"90"
0,"0",71,660,37,"90"
1,"1",71,614,39,"90"
0,"1",82,843,41,"90"
0,"0",82,1118,51,"90"
1,"1",71,490,53,"90"
1,"1",71,579,56,"90"
1,"1",66,652,62,"90"
0,"1",66,819,66,"90"
0,"1",66,652,76,"90"
0,"1",71,803,81,"90"
1,"1",71,698,84,"90"
1,"1",66,515,90,"90"
0,"1",66,761,92,"90"
1,"0",82,723,3,"22"
0,"1",66,595,9,"22"
1,"1",71,895,13,"22"
1,"1",66,693,15,"22"
0,"1",66,475,20,"22"
1,"1",82,606,32,"22"
0,"1",66,804,34,"22"
1,"1",82,821,37,"22"
0,"1",82,1018,39,"22"
1,"1",66,605,41,"22"
0,"1",66,506,51,"22"
1,"1",66,800,53,"22"
0,"1",82,897,56,"22"
1,"1",71,548,62,"22"
0,"1",82,524,66,"22"
1,"1",71,742,76,"22"
1,"1",66,548,81,"22"
0,"1",66,957,84,"22"
0,"1",71,893,90,"22"
0,"1",82,820,92,"22"
0,"1",66,387,3,"50"
1,"1",71,616,9,"50"
0,"1",66,611,13,"50"
0,"1",71,493,15,"50"
1,"1",82,492,20,"50"
1,"1",66,433,32,"50"
0,"0",66,617,34,"50"
0,"1",82,690,37,"50"
0,"1",82,409,39,"50"
1,"1",66,508,41,"50"
1,"1",66,535,51,"50"
1,"1",71,450,53,"50"
0,"0",66,543,56,"50"
1,"1",82,453,62,"50"
0,"1",66,842,66,"50"
1,"1",82,618,76,"50"
1,"0",71,680,81,"50"
0,"1",82,605,84,"50"
1,"1",66,406,90,"50"
1,"1",71,549,92,"50"
0,"1",71,994,3,"79"
1,"1",66,573,9,"79"
1,"1",71,804,13,"79"
0,"1",82,932,15,"79"
1,"1",66,438,20,"79"
0,"1",66,623,32,"79"
0,"1",66,1085,34,"79"
0,"1",82,445,37,"79"
0,"0",82,433,39,"79"
0,"1",71,840,41,"79"
0,"1",71,804,51,"79"
0,"1",66,977,53,"79"
0,"1",66,736,56,"79"
1,"1",82,765,62,"79"
0,"1",71,1002,66,"79"
0,"1",82,794,76,"79"
0,"1",66,763,81,"79"
0,"1",66,715,84,"79"
0,"1",82,907,90,"79"
1,"1",66,620,92,"79"
0,"0",66,922,3,"93"
1,"1",71,674,9,"93"
0,"1",71,823,13,"93"
0,"1",66,828,15,"93"
0,"1",82,644,20,"93"
0,"0",82,894,32,"93"
1,"1",66,669,34,"93"
1,"1",66,547,37,"93"
0,"1",66,585,39,"93"
1,"1",82,620,41,"93"
0,"1",66,506,51,"93"
0,"1",71,1010,53,"93"
1,"1",66,461,56,"93"
1,"1",66,690,62,"93"
1,"1",71,1059,66,"93"
1,"1",66,604,76,"93"
0,"1",71,955,81,"93"
0,"0",66,911,84,"93"
1,"1",82,623,90,"93"
0,"1",66,942,92,"93"
